23:37:02.023: Dealer 1: Auto 1 (Body: 1, Motor: 4, Accessory: 2)
01:36:42.520: Dealer 1: Auto 98 (Body: 284, Motor: 316, Accessory: 261)
01:36:42.520: Dealer 3: Auto 99 (Body: 281, Motor: 318, Accessory: 264)
01:36:42.626: Dealer 1: Auto 100 (Body: 287, Motor: 320, Accessory: 267)
01:36:42.626: Dealer 3: Auto 101 (Body: 290, Motor: 322, Accessory: 283)
01:36:42.626: Dealer 2: Auto 102 (Body: 292, Motor: 324, Accessory: 286)
01:36:42.630: Dealer 1: Auto 100 (Body: 287, Motor: 320, Accessory: 267)
01:36:42.630: Dealer 3: Auto 101 (Body: 290, Motor: 322, Accessory: 283)
01:36:42.630: Dealer 2: Auto 102 (Body: 292, Motor: 324, Accessory: 286)
01:36:42.735: Dealer 3: Auto 103 (Body: 294, Motor: 326, Accessory: 289)
01:36:42.737: Dealer 3: Auto 103 (Body: 294, Motor: 326, Accessory: 289)
01:36:42.736: Dealer 1: Auto 105 (Body: 298, Motor: 332, Accessory: 308)
01:36:42.738: Dealer 1: Auto 105 (Body: 298, Motor: 332, Accessory: 308)
01:36:42.736: Dealer 2: Auto 104 (Body: 296, Motor: 329, Accessory: 306)
01:36:42.738: Dealer 2: Auto 104 (Body: 296, Motor: 329, Accessory: 306)
01:36:42.843: Dealer 3: Auto 107 (Body: 302, Motor: 337, Accessory: 328)
01:36:42.843: Dealer 2: Auto 108 (Body: 310, Motor: 339, Accessory: 331)
01:36:42.843: Dealer 1: Auto 106 (Body: 300, Motor: 335, Accessory: 311)
01:36:42.848: Dealer 3: Auto 107 (Body: 302, Motor: 337, Accessory: 328)
01:36:42.848: Dealer 1: Auto 106 (Body: 300, Motor: 335, Accessory: 311)
01:36:42.848: Dealer 2: Auto 108 (Body: 310, Motor: 339, Accessory: 331)
01:36:42.954: Dealer 1: Auto 109 (Body: 304, Motor: 341, Accessory: 334)
01:36:42.954: Dealer 3: Auto 110 (Body: 307, Motor: 343, Accessory: 351)
01:36:42.954: Dealer 2: Auto 111 (Body: 313, Motor: 345, Accessory: 353)
01:36:42.968: Dealer 1: Auto 109 (Body: 304, Motor: 341, Accessory: 334)
01:36:42.968: Dealer 3: Auto 110 (Body: 307, Motor: 343, Accessory: 351)
01:36:42.968: Dealer 2: Auto 111 (Body: 313, Motor: 345, Accessory: 353)
01:36:43.073: Dealer 3: Auto 113 (Body: 317, Motor: 349, Accessory: 372)
01:36:43.074: Dealer 1: Auto 114 (Body: 319, Motor: 352, Accessory: 375)
01:36:43.073: Dealer 2: Auto 112 (Body: 315, Motor: 347, Accessory: 356)
01:36:43.082: Dealer 3: Auto 113 (Body: 317, Motor: 349, Accessory: 372)
01:36:43.083: Dealer 1: Auto 114 (Body: 319, Motor: 352, Accessory: 375)
01:36:43.083: Dealer 2: Auto 112 (Body: 315, Motor: 347, Accessory: 356)
01:36:43.187: Dealer 3: Auto 117 (Body: 325, Motor: 360, Accessory: 398)
01:36:43.186: Dealer 2: Auto 116 (Body: 323, Motor: 358, Accessory: 395)
01:36:43.186: Dealer 1: Auto 115 (Body: 321, Motor: 355, Accessory: 378)
01:36:43.188: Dealer 3: Auto 117 (Body: 325, Motor: 360, Accessory: 398)
01:36:43.188: Dealer 2: Auto 116 (Body: 323, Motor: 358, Accessory: 395)
01:36:43.188: Dealer 1: Auto 115 (Body: 321, Motor: 355, Accessory: 378)
01:36:43.294: Dealer 2: Auto 120 (Body: 333, Motor: 366, Accessory: 421)
01:36:43.296: Dealer 2: Auto 120 (Body: 333, Motor: 366, Accessory: 421)
01:36:43.291: Dealer 1: Auto 118 (Body: 327, Motor: 362, Accessory: 401)
01:36:43.294: Dealer 3: Auto 119 (Body: 330, Motor: 364, Accessory: 418)
01:36:43.298: Dealer 1: Auto 118 (Body: 327, Motor: 362, Accessory: 401)
01:36:43.298: Dealer 3: Auto 119 (Body: 330, Motor: 364, Accessory: 418)
01:36:43.399: Dealer 2: Auto 121 (Body: 336, Motor: 368, Accessory: 424)
01:36:43.402: Dealer 2: Auto 121 (Body: 336, Motor: 368, Accessory: 424)
01:36:43.403: Dealer 1: Auto 123 (Body: 340, Motor: 373, Accessory: 442)
01:36:43.403: Dealer 3: Auto 122 (Body: 338, Motor: 370, Accessory: 440)
01:36:43.404: Dealer 1: Auto 123 (Body: 340, Motor: 373, Accessory: 442)
01:36:43.404: Dealer 3: Auto 122 (Body: 338, Motor: 370, Accessory: 440)
01:36:43.508: Dealer 3: Auto 125 (Body: 344, Motor: 379, Accessory: 462)
01:36:43.510: Dealer 1: Auto 126 (Body: 346, Motor: 381, Accessory: 465)
01:36:43.508: Dealer 2: Auto 124 (Body: 342, Motor: 376, Accessory: 445)
01:36:43.512: Dealer 2: Auto 124 (Body: 342, Motor: 376, Accessory: 445)
01:36:43.512: Dealer 1: Auto 126 (Body: 346, Motor: 381, Accessory: 465)
01:36:43.511: Dealer 3: Auto 125 (Body: 344, Motor: 379, Accessory: 462)
01:36:43.617: Dealer 2: Auto 127 (Body: 348, Motor: 383, Accessory: 468)
01:36:43.619: Dealer 2: Auto 127 (Body: 348, Motor: 383, Accessory: 468)
01:36:43.619: Dealer 3: Auto 128 (Body: 350, Motor: 385, Accessory: 482)
01:36:43.619: Dealer 1: Auto 129 (Body: 354, Motor: 387, Accessory: 484)
01:36:43.625: Dealer 1: Auto 129 (Body: 354, Motor: 387, Accessory: 484)
01:36:43.625: Dealer 3: Auto 128 (Body: 350, Motor: 385, Accessory: 482)
01:36:43.727: Dealer 3: Auto 131 (Body: 359, Motor: 391, Accessory: 497)
01:36:43.725: Dealer 2: Auto 130 (Body: 357, Motor: 389, Accessory: 486)
01:36:43.738: Dealer 3: Auto 131 (Body: 359, Motor: 391, Accessory: 497)
01:36:43.730: Dealer 1: Auto 132 (Body: 361, Motor: 393, Accessory: 499)
01:36:43.738: Dealer 2: Auto 130 (Body: 357, Motor: 389, Accessory: 486)
01:36:43.739: Dealer 1: Auto 132 (Body: 361, Motor: 393, Accessory: 499)
01:36:43.844: Dealer 3: Auto 133 (Body: 363, Motor: 396, Accessory: 501)
01:36:43.844: Dealer 1: Auto 135 (Body: 367, Motor: 402, Accessory: 513)
01:36:43.844: Dealer 2: Auto 134 (Body: 365, Motor: 399, Accessory: 512)
01:36:43.854: Dealer 1: Auto 135 (Body: 367, Motor: 402, Accessory: 513)
01:36:43.854: Dealer 2: Auto 134 (Body: 365, Motor: 399, Accessory: 512)
01:36:43.854: Dealer 3: Auto 133 (Body: 363, Motor: 396, Accessory: 501)
01:36:43.962: Dealer 2: Auto 138 (Body: 374, Motor: 408, Accessory: 522)
01:36:43.960: Dealer 1: Auto 136 (Body: 369, Motor: 404, Accessory: 514)
01:36:43.962: Dealer 3: Auto 137 (Body: 371, Motor: 406, Accessory: 521)
01:36:43.973: Dealer 1: Auto 136 (Body: 369, Motor: 404, Accessory: 514)
01:36:43.973: Dealer 3: Auto 137 (Body: 371, Motor: 406, Accessory: 521)
01:36:43.972: Dealer 2: Auto 138 (Body: 374, Motor: 408, Accessory: 522)
01:36:44.076: Dealer 2: Auto 140 (Body: 380, Motor: 412, Accessory: 530)
01:36:44.076: Dealer 1: Auto 139 (Body: 377, Motor: 410, Accessory: 523)
01:36:44.081: Dealer 1: Auto 139 (Body: 377, Motor: 410, Accessory: 523)
01:36:44.081: Dealer 2: Auto 140 (Body: 380, Motor: 412, Accessory: 530)
01:36:44.081: Dealer 3: Auto 141 (Body: 382, Motor: 414, Accessory: 531)
01:36:44.084: Dealer 3: Auto 141 (Body: 382, Motor: 414, Accessory: 531)
01:36:44.185: Dealer 3: Auto 142 (Body: 384, Motor: 416, Accessory: 532)
01:36:44.186: Dealer 3: Auto 142 (Body: 384, Motor: 416, Accessory: 532)
01:36:44.186: Dealer 2: Auto 144 (Body: 388, Motor: 422, Accessory: 540)
01:36:44.187: Dealer 2: Auto 144 (Body: 388, Motor: 422, Accessory: 540)
01:36:44.186: Dealer 1: Auto 143 (Body: 386, Motor: 419, Accessory: 539)
01:36:44.187: Dealer 1: Auto 143 (Body: 386, Motor: 419, Accessory: 539)
01:36:44.288: Dealer 1: Auto 145 (Body: 390, Motor: 425, Accessory: 543)
01:36:44.290: Dealer 1: Auto 145 (Body: 390, Motor: 425, Accessory: 543)
01:36:44.291: Dealer 3: Auto 146 (Body: 392, Motor: 427, Accessory: 548)
01:36:44.292: Dealer 2: Auto 147 (Body: 394, Motor: 429, Accessory: 551)
01:36:44.293: Dealer 3: Auto 146 (Body: 392, Motor: 427, Accessory: 548)
01:36:44.293: Dealer 2: Auto 147 (Body: 394, Motor: 429, Accessory: 551)
01:36:44.391: Dealer 1: Auto 148 (Body: 397, Motor: 431, Accessory: 552)
01:36:44.392: Dealer 1: Auto 148 (Body: 397, Motor: 431, Accessory: 552)
01:36:44.970: Dealer 2: Auto 149 (Body: 400, Motor: 433, Accessory: 557)
01:36:44.978: Dealer 2: Auto 149 (Body: 400, Motor: 433, Accessory: 557)
01:36:45.080: Dealer 3: Auto 150 (Body: 403, Motor: 435, Accessory: 560)
01:36:45.083: Dealer 3: Auto 150 (Body: 403, Motor: 435, Accessory: 560)
01:36:45.179: Dealer 1: Auto 151 (Body: 405, Motor: 437, Accessory: 561)
01:36:45.182: Dealer 1: Auto 151 (Body: 405, Motor: 437, Accessory: 561)
01:36:45.975: Dealer 2: Auto 152 (Body: 407, Motor: 439, Accessory: 566)
01:36:45.980: Dealer 2: Auto 152 (Body: 407, Motor: 439, Accessory: 566)
01:36:46.083: Dealer 3: Auto 153 (Body: 409, Motor: 443, Accessory: 569)
01:36:46.085: Dealer 3: Auto 153 (Body: 409, Motor: 443, Accessory: 569)
01:36:46.184: Dealer 1: Auto 154 (Body: 411, Motor: 446, Accessory: 570)
01:36:46.187: Dealer 1: Auto 154 (Body: 411, Motor: 446, Accessory: 570)
01:36:46.981: Dealer 2: Auto 155 (Body: 413, Motor: 448, Accessory: 575)
01:36:46.995: Dealer 2: Auto 155 (Body: 413, Motor: 448, Accessory: 575)
01:36:47.084: Dealer 3: Auto 156 (Body: 415, Motor: 450, Accessory: 578)
01:36:47.093: Dealer 3: Auto 156 (Body: 415, Motor: 450, Accessory: 578)
01:36:47.186: Dealer 1: Auto 157 (Body: 417, Motor: 452, Accessory: 579)
01:36:47.189: Dealer 1: Auto 157 (Body: 417, Motor: 452, Accessory: 579)
01:36:47.987: Dealer 2: Auto 158 (Body: 420, Motor: 454, Accessory: 584)
01:36:47.994: Dealer 2: Auto 158 (Body: 420, Motor: 454, Accessory: 584)
01:36:48.086: Dealer 3: Auto 159 (Body: 423, Motor: 456, Accessory: 585)
01:36:48.087: Dealer 3: Auto 159 (Body: 423, Motor: 456, Accessory: 585)
01:36:48.191: Dealer 1: Auto 160 (Body: 426, Motor: 458, Accessory: 588)
01:36:48.195: Dealer 1: Auto 160 (Body: 426, Motor: 458, Accessory: 588)
01:36:48.993: Dealer 2: Auto 161 (Body: 428, Motor: 460, Accessory: 593)
01:36:48.997: Dealer 2: Auto 161 (Body: 428, Motor: 460, Accessory: 593)
01:36:49.090: Dealer 3: Auto 162 (Body: 430, Motor: 463, Accessory: 594)
01:36:49.092: Dealer 3: Auto 162 (Body: 430, Motor: 463, Accessory: 594)
01:36:49.196: Dealer 1: Auto 163 (Body: 432, Motor: 466, Accessory: 597)
01:36:49.198: Dealer 1: Auto 163 (Body: 432, Motor: 466, Accessory: 597)
01:36:49.816: Dealer 2: Auto 164 (Body: 434, Motor: 469, Accessory: 602)
01:36:49.819: Dealer 2: Auto 164 (Body: 434, Motor: 469, Accessory: 602)
01:36:49.918: Dealer 3: Auto 165 (Body: 436, Motor: 472, Accessory: 604)
01:36:49.921: Dealer 3: Auto 165 (Body: 436, Motor: 472, Accessory: 604)
01:36:49.998: Dealer 1: Auto 166 (Body: 438, Motor: 474, Accessory: 606)
01:36:50.000: Dealer 1: Auto 166 (Body: 438, Motor: 474, Accessory: 606)
01:36:50.019: Dealer 2: Auto 167 (Body: 447, Motor: 479, Accessory: 607)
01:36:50.022: Dealer 2: Auto 167 (Body: 447, Motor: 479, Accessory: 607)
01:36:50.097: Dealer 3: Auto 168 (Body: 441, Motor: 476, Accessory: 610)
01:36:50.100: Dealer 3: Auto 168 (Body: 441, Motor: 476, Accessory: 610)
01:36:50.104: Dealer 1: Auto 169 (Body: 455, Motor: 485, Accessory: 611)
01:36:50.110: Dealer 1: Auto 169 (Body: 455, Motor: 485, Accessory: 611)
01:36:50.125: Dealer 2: Auto 170 (Body: 457, Motor: 488, Accessory: 612)
01:36:50.126: Dealer 2: Auto 170 (Body: 457, Motor: 488, Accessory: 612)
01:36:50.205: Dealer 3: Auto 171 (Body: 444, Motor: 478, Accessory: 615)
01:36:50.207: Dealer 3: Auto 171 (Body: 444, Motor: 478, Accessory: 615)
01:36:50.215: Dealer 1: Auto 172 (Body: 453, Motor: 483, Accessory: 616)
01:36:50.217: Dealer 1: Auto 172 (Body: 453, Motor: 483, Accessory: 616)
01:36:50.231: Dealer 2: Auto 173 (Body: 449, Motor: 480, Accessory: 617)
01:36:50.232: Dealer 2: Auto 173 (Body: 449, Motor: 480, Accessory: 617)
01:36:50.312: Dealer 3: Auto 174 (Body: 451, Motor: 481, Accessory: 620)
01:36:50.313: Dealer 3: Auto 174 (Body: 451, Motor: 481, Accessory: 620)
01:36:50.322: Dealer 1: Auto 175 (Body: 459, Motor: 490, Accessory: 621)
01:36:50.323: Dealer 1: Auto 175 (Body: 459, Motor: 490, Accessory: 621)
01:36:50.337: Dealer 2: Auto 176 (Body: 461, Motor: 492, Accessory: 623)
01:36:50.338: Dealer 2: Auto 176 (Body: 461, Motor: 492, Accessory: 623)
01:36:50.419: Dealer 3: Auto 177 (Body: 467, Motor: 494, Accessory: 625)
01:36:50.420: Dealer 3: Auto 177 (Body: 467, Motor: 494, Accessory: 625)
01:36:50.426: Dealer 1: Auto 178 (Body: 464, Motor: 493, Accessory: 626)
01:36:50.427: Dealer 1: Auto 178 (Body: 464, Motor: 493, Accessory: 626)
01:36:50.438: Dealer 2: Auto 179 (Body: 475, Motor: 500, Accessory: 627)
01:36:50.439: Dealer 2: Auto 179 (Body: 475, Motor: 500, Accessory: 627)
01:36:50.524: Dealer 3: Auto 180 (Body: 470, Motor: 495, Accessory: 630)
01:36:50.525: Dealer 3: Auto 180 (Body: 470, Motor: 495, Accessory: 630)
01:36:50.529: Dealer 1: Auto 181 (Body: 473, Motor: 498, Accessory: 631)
01:36:50.529: Dealer 1: Auto 181 (Body: 473, Motor: 498, Accessory: 631)
01:36:50.543: Dealer 2: Auto 182 (Body: 471, Motor: 496, Accessory: 632)
01:36:50.544: Dealer 2: Auto 182 (Body: 471, Motor: 496, Accessory: 632)
01:36:50.630: Dealer 1: Auto 184 (Body: 487, Motor: 505, Accessory: 636)
01:36:50.630: Dealer 3: Auto 183 (Body: 477, Motor: 502, Accessory: 635)
01:36:50.631: Dealer 3: Auto 183 (Body: 477, Motor: 502, Accessory: 635)
01:36:50.631: Dealer 1: Auto 184 (Body: 487, Motor: 505, Accessory: 636)
01:36:50.647: Dealer 2: Auto 185 (Body: 489, Motor: 507, Accessory: 637)
01:36:50.648: Dealer 2: Auto 185 (Body: 489, Motor: 507, Accessory: 637)
01:36:50.736: Dealer 1: Auto 187 (Body: 503, Motor: 509, Accessory: 641)
01:36:50.734: Dealer 3: Auto 186 (Body: 491, Motor: 508, Accessory: 640)
01:36:50.739: Dealer 3: Auto 186 (Body: 491, Motor: 508, Accessory: 640)
01:36:50.739: Dealer 1: Auto 187 (Body: 503, Motor: 509, Accessory: 641)
01:36:50.753: Dealer 2: Auto 188 (Body: 504, Motor: 510, Accessory: 642)
01:36:50.755: Dealer 2: Auto 188 (Body: 504, Motor: 510, Accessory: 642)
01:36:50.844: Dealer 3: Auto 189 (Body: 506, Motor: 511, Accessory: 645)
01:36:50.844: Dealer 1: Auto 190 (Body: 515, Motor: 516, Accessory: 646)
01:36:50.849: Dealer 3: Auto 189 (Body: 506, Motor: 511, Accessory: 645)
01:36:50.849: Dealer 1: Auto 190 (Body: 515, Motor: 516, Accessory: 646)
01:36:50.860: Dealer 2: Auto 191 (Body: 517, Motor: 518, Accessory: 647)
01:36:50.864: Dealer 2: Auto 191 (Body: 517, Motor: 518, Accessory: 647)
01:36:50.954: Dealer 3: Auto 193 (Body: 526, Motor: 527, Accessory: 651)
01:36:50.952: Dealer 1: Auto 192 (Body: 519, Motor: 520, Accessory: 650)
01:36:50.957: Dealer 3: Auto 193 (Body: 526, Motor: 527, Accessory: 651)
01:36:50.958: Dealer 1: Auto 192 (Body: 519, Motor: 520, Accessory: 650)
01:36:50.969: Dealer 2: Auto 194 (Body: 528, Motor: 529, Accessory: 652)
01:36:50.974: Dealer 2: Auto 194 (Body: 528, Motor: 529, Accessory: 652)
01:36:51.061: Dealer 3: Auto 195 (Body: 533, Motor: 534, Accessory: 655)
01:36:51.063: Dealer 3: Auto 195 (Body: 533, Motor: 534, Accessory: 655)
01:36:51.063: Dealer 1: Auto 196 (Body: 524, Motor: 525, Accessory: 656)
01:36:51.066: Dealer 1: Auto 196 (Body: 524, Motor: 525, Accessory: 656)
01:36:51.077: Dealer 2: Auto 197 (Body: 536, Motor: 535, Accessory: 657)
01:36:51.078: Dealer 2: Auto 197 (Body: 536, Motor: 535, Accessory: 657)
01:36:51.168: Dealer 3: Auto 198 (Body: 538, Motor: 537, Accessory: 660)
01:36:51.168: Dealer 1: Auto 199 (Body: 542, Motor: 541, Accessory: 661)
01:36:51.169: Dealer 3: Auto 198 (Body: 538, Motor: 537, Accessory: 660)
01:36:51.169: Dealer 1: Auto 199 (Body: 542, Motor: 541, Accessory: 661)
01:36:51.183: Dealer 2: Auto 200 (Body: 545, Motor: 544, Accessory: 662)
01:36:51.184: Dealer 2: Auto 200 (Body: 545, Motor: 544, Accessory: 662)
01:36:51.274: Dealer 3: Auto 201 (Body: 546, Motor: 547, Accessory: 665)
01:36:51.274: Dealer 1: Auto 202 (Body: 549, Motor: 550, Accessory: 666)
01:36:51.275: Dealer 1: Auto 202 (Body: 549, Motor: 550, Accessory: 666)
01:36:51.275: Dealer 3: Auto 201 (Body: 546, Motor: 547, Accessory: 665)
01:36:51.286: Dealer 2: Auto 203 (Body: 558, Motor: 559, Accessory: 667)
01:36:51.287: Dealer 2: Auto 203 (Body: 558, Motor: 559, Accessory: 667)
01:36:51.380: Dealer 3: Auto 205 (Body: 555, Motor: 556, Accessory: 671)
01:36:51.380: Dealer 1: Auto 204 (Body: 553, Motor: 554, Accessory: 670)
01:36:51.381: Dealer 1: Auto 204 (Body: 553, Motor: 554, Accessory: 670)
01:36:51.381: Dealer 3: Auto 205 (Body: 555, Motor: 556, Accessory: 671)
01:36:51.393: Dealer 2: Auto 206 (Body: 562, Motor: 563, Accessory: 672)
01:36:51.394: Dealer 2: Auto 206 (Body: 562, Motor: 563, Accessory: 672)
01:36:51.483: Dealer 3: Auto 207 (Body: 572, Motor: 571, Accessory: 675)
01:36:51.484: Dealer 3: Auto 207 (Body: 572, Motor: 571, Accessory: 675)
01:36:51.486: Dealer 1: Auto 208 (Body: 564, Motor: 565, Accessory: 676)
01:36:51.487: Dealer 1: Auto 208 (Body: 564, Motor: 565, Accessory: 676)
01:36:51.494: Dealer 2: Auto 209 (Body: 568, Motor: 567, Accessory: 677)
01:36:51.494: Dealer 2: Auto 209 (Body: 568, Motor: 567, Accessory: 677)
01:36:51.589: Dealer 3: Auto 210 (Body: 574, Motor: 573, Accessory: 680)
01:36:51.590: Dealer 3: Auto 210 (Body: 574, Motor: 573, Accessory: 680)
01:36:51.591: Dealer 1: Auto 211 (Body: 577, Motor: 576, Accessory: 681)
01:36:51.592: Dealer 1: Auto 211 (Body: 577, Motor: 576, Accessory: 681)
01:36:51.596: Dealer 2: Auto 212 (Body: 580, Motor: 581, Accessory: 682)
01:36:51.597: Dealer 2: Auto 212 (Body: 580, Motor: 581, Accessory: 682)
01:36:51.691: Dealer 3: Auto 213 (Body: 591, Motor: 592, Accessory: 685)
01:36:51.692: Dealer 3: Auto 213 (Body: 591, Motor: 592, Accessory: 685)
01:36:51.692: Dealer 1: Auto 214 (Body: 582, Motor: 583, Accessory: 686)
01:36:51.694: Dealer 1: Auto 214 (Body: 582, Motor: 583, Accessory: 686)
01:36:51.701: Dealer 2: Auto 215 (Body: 587, Motor: 586, Accessory: 687)
01:36:51.703: Dealer 2: Auto 215 (Body: 587, Motor: 586, Accessory: 687)
01:36:51.799: Dealer 1: Auto 217 (Body: 596, Motor: 595, Accessory: 691)
01:36:51.797: Dealer 3: Auto 216 (Body: 590, Motor: 589, Accessory: 690)
01:36:51.802: Dealer 1: Auto 217 (Body: 596, Motor: 595, Accessory: 691)
01:36:51.802: Dealer 3: Auto 216 (Body: 590, Motor: 589, Accessory: 690)
01:36:51.809: Dealer 2: Auto 218 (Body: 599, Motor: 598, Accessory: 692)
01:36:51.809: Dealer 2: Auto 218 (Body: 599, Motor: 598, Accessory: 692)
01:36:51.904: Dealer 1: Auto 219 (Body: 601, Motor: 600, Accessory: 695)
01:36:51.905: Dealer 1: Auto 219 (Body: 601, Motor: 600, Accessory: 695)
01:36:51.908: Dealer 3: Auto 220 (Body: 618, Motor: 619, Accessory: 696)
01:36:51.909: Dealer 3: Auto 220 (Body: 618, Motor: 619, Accessory: 696)
01:36:51.912: Dealer 2: Auto 221 (Body: 608, Motor: 609, Accessory: 698)
01:36:51.913: Dealer 2: Auto 221 (Body: 608, Motor: 609, Accessory: 698)
01:36:52.010: Dealer 1: Auto 222 (Body: 613, Motor: 614, Accessory: 700)
01:36:52.011: Dealer 1: Auto 222 (Body: 613, Motor: 614, Accessory: 700)
01:36:52.014: Dealer 3: Auto 223 (Body: 603, Motor: 605, Accessory: 701)
01:36:52.015: Dealer 3: Auto 223 (Body: 603, Motor: 605, Accessory: 701)
01:36:52.018: Dealer 2: Auto 224 (Body: 628, Motor: 629, Accessory: 703)
01:36:52.018: Dealer 2: Auto 224 (Body: 628, Motor: 629, Accessory: 703)
01:36:52.116: Dealer 1: Auto 225 (Body: 622, Motor: 624, Accessory: 705)
01:36:52.119: Dealer 1: Auto 225 (Body: 622, Motor: 624, Accessory: 705)
01:36:52.119: Dealer 3: Auto 226 (Body: 643, Motor: 644, Accessory: 706)
01:36:52.120: Dealer 3: Auto 226 (Body: 643, Motor: 644, Accessory: 706)
01:36:52.123: Dealer 2: Auto 227 (Body: 633, Motor: 634, Accessory: 708)
01:36:52.125: Dealer 2: Auto 227 (Body: 633, Motor: 634, Accessory: 708)
01:36:52.219: Dealer 1: Auto 228 (Body: 638, Motor: 639, Accessory: 710)
01:36:52.222: Dealer 1: Auto 228 (Body: 638, Motor: 639, Accessory: 710)
01:36:52.226: Dealer 3: Auto 229 (Body: 648, Motor: 649, Accessory: 711)
01:36:52.227: Dealer 3: Auto 229 (Body: 648, Motor: 649, Accessory: 711)
01:36:52.229: Dealer 2: Auto 230 (Body: 664, Motor: 663, Accessory: 713)
01:36:52.232: Dealer 2: Auto 230 (Body: 664, Motor: 663, Accessory: 713)
01:36:52.323: Dealer 1: Auto 231 (Body: 653, Motor: 654, Accessory: 715)
01:36:52.326: Dealer 1: Auto 231 (Body: 653, Motor: 654, Accessory: 715)
01:36:52.330: Dealer 3: Auto 232 (Body: 659, Motor: 658, Accessory: 716)
01:36:52.333: Dealer 3: Auto 232 (Body: 659, Motor: 658, Accessory: 716)
01:36:52.337: Dealer 2: Auto 233 (Body: 669, Motor: 668, Accessory: 718)
01:36:52.338: Dealer 2: Auto 233 (Body: 669, Motor: 668, Accessory: 718)
01:36:52.431: Dealer 1: Auto 234 (Body: 673, Motor: 674, Accessory: 720)
01:36:52.433: Dealer 1: Auto 234 (Body: 673, Motor: 674, Accessory: 720)
01:36:52.438: Dealer 3: Auto 235 (Body: 678, Motor: 679, Accessory: 721)
01:36:52.439: Dealer 3: Auto 235 (Body: 678, Motor: 679, Accessory: 721)
01:36:52.444: Dealer 2: Auto 236 (Body: 683, Motor: 684, Accessory: 723)
01:36:52.445: Dealer 2: Auto 236 (Body: 683, Motor: 684, Accessory: 723)
01:36:52.536: Dealer 1: Auto 237 (Body: 693, Motor: 694, Accessory: 725)
01:36:52.538: Dealer 1: Auto 237 (Body: 693, Motor: 694, Accessory: 725)
01:36:52.544: Dealer 3: Auto 238 (Body: 688, Motor: 689, Accessory: 726)
01:36:52.545: Dealer 3: Auto 238 (Body: 688, Motor: 689, Accessory: 726)
01:36:52.546: Dealer 2: Auto 239 (Body: 717, Motor: 719, Accessory: 727)
01:36:52.550: Dealer 2: Auto 239 (Body: 717, Motor: 719, Accessory: 727)
01:36:52.643: Dealer 1: Auto 240 (Body: 722, Motor: 724, Accessory: 730)
01:36:52.644: Dealer 1: Auto 240 (Body: 722, Motor: 724, Accessory: 730)
01:36:52.650: Dealer 3: Auto 241 (Body: 697, Motor: 699, Accessory: 731)
01:36:52.652: Dealer 3: Auto 241 (Body: 697, Motor: 699, Accessory: 731)
01:36:52.656: Dealer 2: Auto 242 (Body: 707, Motor: 709, Accessory: 732)
01:36:52.657: Dealer 2: Auto 242 (Body: 707, Motor: 709, Accessory: 732)
01:36:52.749: Dealer 1: Auto 243 (Body: 712, Motor: 714, Accessory: 735)
01:36:52.754: Dealer 1: Auto 243 (Body: 712, Motor: 714, Accessory: 735)
01:36:52.757: Dealer 3: Auto 244 (Body: 702, Motor: 704, Accessory: 736)
01:36:52.758: Dealer 3: Auto 244 (Body: 702, Motor: 704, Accessory: 736)
01:36:52.759: Dealer 2: Auto 245 (Body: 728, Motor: 729, Accessory: 737)
01:36:52.765: Dealer 2: Auto 245 (Body: 728, Motor: 729, Accessory: 737)
01:36:52.855: Dealer 1: Auto 246 (Body: 733, Motor: 734, Accessory: 740)
01:36:52.859: Dealer 1: Auto 246 (Body: 733, Motor: 734, Accessory: 740)
01:36:52.862: Dealer 3: Auto 247 (Body: 738, Motor: 739, Accessory: 741)
01:36:52.869: Dealer 3: Auto 247 (Body: 738, Motor: 739, Accessory: 741)
01:36:52.870: Dealer 2: Auto 248 (Body: 743, Motor: 744, Accessory: 742)
01:36:52.872: Dealer 2: Auto 248 (Body: 743, Motor: 744, Accessory: 742)
01:36:52.962: Dealer 1: Auto 249 (Body: 748, Motor: 749, Accessory: 745)
01:36:52.966: Dealer 1: Auto 249 (Body: 748, Motor: 749, Accessory: 745)
01:36:53.029: Dealer 3: Auto 250 (Body: 753, Motor: 754, Accessory: 747)
01:36:53.031: Dealer 3: Auto 250 (Body: 753, Motor: 754, Accessory: 747)
01:36:53.133: Dealer 2: Auto 251 (Body: 757, Motor: 759, Accessory: 746)
01:36:53.136: Dealer 2: Auto 251 (Body: 757, Motor: 759, Accessory: 746)
01:36:53.236: Dealer 1: Auto 252 (Body: 763, Motor: 764, Accessory: 750)
01:36:53.238: Dealer 1: Auto 252 (Body: 763, Motor: 764, Accessory: 750)
01:36:53.337: Dealer 3: Auto 253 (Body: 768, Motor: 769, Accessory: 751)
01:36:53.342: Dealer 3: Auto 253 (Body: 768, Motor: 769, Accessory: 751)
